Name	Total	Godot Consultant	Coding Consultant	Blender & 3D Consultant	Border Fire Shader	Sky Shader	Smoke/Dust Shader	Shader Consultant	Playtesting	Game Research	Character Modeling Consultant	Physics movement	Player Movement	Character Creator	Gear Spawns	Gear Abilities	Infinite plane design	Lava Movement	Camera	Audio Design	Visual Design	Asset Design	Seamless Tiling	Debug Tools	Debug	Rubber Duck	Game Concepts	Eagle Eyes	Eagle Brain	Moral Support	Hydration
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
	0																														
